bt.A.x START 1
[7l-dsk/total- ---paging-- ---load-avg--- ------memory-usage----- ---procs--- --io/total- ----swap--- ----system----
 read  writ|  in   out | 1m   5m  15m | used  buff  cach  free|run blk new| read  writ| used  free|     time     
   0     0 |   0     0 |1.04 2.07 2.76|1496M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:01:19
   0     0 |   0     0 |1.04 2.07 2.76|1496M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:01:20
   0     0 |   0     0 |1.04 2.06 2.75|1496M 62.2M  154M 61.3G|2.0   0 1.0|   0     0 |  16M  984M|23-03 06:01:21
   0     0 |   0     0 |1.04 2.06 2.75|1496M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:01:22
   0     0 |   0     0 |1.04 2.06 2.75|1496M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:01:23
   0     0 |   0     0 |1.04 2.06 2.75|1496M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:01:24
   0     0 |   0     0 |1.04 2.06 2.75|1496M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:01:25
   0     0 |   0     0 |1.03 2.04 2.74|1496M 62.2M  154M 61.3G|4.0   0   0|   0     0 |  16M  984M|23-03 06:01:26
   0     0 |   0     0 |1.03 2.04 2.74|1496M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:01:27
   0     0 |   0     0 |1.03 2.04 2.74|1496M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:01:28
   0     0 |   0     0 |1.03 2.04 2.74|1496M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:01:29
   0     0 |   0     0 |1.03 2.04 2.74|1496M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:01:30
   0     0 |   0     0 |1.03 2.02 2.73|1496M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:01:31
   0     0 |   0     0 |1.03 2.02 2.73|1496M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:01:32
   0     0 |   0     0 |1.03 2.02 2.73|1496M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:01:33
   0     0 |   0     0 |1.03 2.02 2.73|1496M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:01:34
   0     0 |   0     0 |1.03 2.02 2.73|1496M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:01:35
   0     0 |   0     0 |1.03 2.00 2.72|1496M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:01:36
   0     0 |   0     0 |1.03 2.00 2.72|1496M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:01:37
   0     0 |   0     0 |1.03 2.00 2.72|1496M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:01:38
   0     0 |   0     0 |1.03 2.00 2.72|1496M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:01:39
   0     0 |   0     0 |1.03 2.00 2.72|1496M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:01:40
   0    12k|   0     0 |1.03 1.99 2.71|1496M 62.3M  154M 61.3G|2.0   0   0|   0  3.00 |  16M  984M|23-03 06:01:41
   0     0 |   0     0 |1.03 1.99 2.71|1496M 62.3M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:01:42
   0     0 |   0     0 |1.03 1.99 2.71|1496M 62.3M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:01:43
   0     0 |   0     0 |1.03 1.99 2.71|1496M 62.3M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:01:44
   0     0 |   0     0 |1.03 1.99 2.71|1496M 62.3M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:01:45
   0     0 |   0     0 |1.02 1.97 2.70|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:01:46
   0     0 |   0     0 |1.02 1.97 2.70|1496M 62.3M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:01:47
   0     0 |   0     0 |1.02 1.97 2.70|1496M 62.3M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:01:48
   0     0 |   0     0 |1.02 1.97 2.70|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:01:49
   0     0 |   0     0 |1.02 1.97 2.70|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:01:50
   0     0 |   0     0 |1.02 1.95 2.69|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:01:51
   0     0 |   0     0 |1.02 1.95 2.69|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:01:52
   0     0 |   0     0 |1.02 1.95 2.69|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:01:53
   0     0 |   0     0 |1.02 1.95 2.69|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:01:54
   0     0 |   0     0 |1.02 1.95 2.69|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:01:55
   0     0 |   0     0 |1.02 1.94 2.68|1496M 62.3M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:01:56
   0     0 |   0     0 |1.02 1.94 2.68|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:01:57
   0     0 |   0     0 |1.02 1.94 2.68|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:01:58
   0     0 |   0     0 |1.02 1.94 2.68|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:01:59
   0     0 |   0     0 |1.02 1.94 2.68|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:00
   0     0 |   0     0 |1.02 1.92 2.67|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:01
   0     0 |   0     0 |1.02 1.92 2.67|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:02
   0     0 |   0     0 |1.02 1.92 2.67|1496M 62.3M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:02:03
   0     0 |   0     0 |1.02 1.92 2.67|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:04
   0     0 |   0     0 |1.02 1.92 2.67|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:05
   0     0 |   0     0 |1.02 1.91 2.66|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:06
   0     0 |   0     0 |1.02 1.91 2.66|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:07
   0     0 |   0     0 |1.02 1.91 2.66|1496M 62.3M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:02:08
   0     0 |   0     0 |1.02 1.91 2.66|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:09
   0     0 |   0     0 |1.02 1.91 2.66|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:10
   0  4096B|   0     0 |1.02 1.89 2.65|1496M 62.3M  154M 61.3G|2.0   0   0|   0  1.00 |  16M  984M|23-03 06:02:11
   0     0 |   0     0 |1.02 1.89 2.65|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:12
   0     0 |   0     0 |1.02 1.89 2.65|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:13
   0     0 |   0     0 |1.02 1.89 2.65|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:14
   0     0 |   0     0 |1.02 1.89 2.65|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:15
   0     0 |   0     0 |1.01 1.88 2.64|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:16
   0     0 |   0     0 |1.01 1.88 2.64|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:17
   0     0 |   0     0 |1.01 1.88 2.64|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:18
   0     0 |   0     0 |1.01 1.88 2.64|1496M 62.3M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:02:19
   0     0 |   0     0 |1.01 1.88 2.64|1496M 62.3M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:02:20
   0     0 |   0     0 |1.01 1.86 2.64|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:21
   0     0 |   0     0 |1.01 1.86 2.64|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:22
   0     0 |   0     0 |1.01 1.86 2.64|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:23
   0     0 |   0     0 |1.01 1.86 2.64|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:24
   0     0 |   0     0 |1.01 1.86 2.64|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:25
   0     0 |   0     0 |1.01 1.85 2.63|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:26
   0     0 |   0     0 |1.01 1.85 2.63|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:27
   0     0 |   0     0 |1.01 1.85 2.63|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:28
   0     0 |   0     0 |1.01 1.85 2.63|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:29
   0     0 |   0     0 |1.01 1.85 2.63|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:30
   0     0 |   0     0 |1.01 1.83 2.62|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:31
   0     0 |   0     0 |1.01 1.83 2.62|1496M 62.3M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:02:32
   0     0 |   0     0 |1.01 1.83 2.62|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:33
   0     0 |   0     0 |1.01 1.83 2.62|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:34
   0     0 |   0     0 |1.01 1.83 2.62|1496M 62.3M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:02:35
   0     0 |   0     0 |1.01 1.82 2.61|1496M 62.3M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:02:36
   0     0 |   0     0 |1.01 1.82 2.61|1496M 62.3M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:37
   0     0 |   0     0 |1.01 1.82 2.61|1496M 62.3M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:38
   0     0 |   0     0 |1.01 1.82 2.61|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:39
   0     0 |   0     0 |1.01 1.82 2.61|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:40
   0    12k|   0     0 |1.01 1.80 2.60|1496M 62.3M  155M 61.3G|2.0   0   0|   0  3.00 |  16M  984M|23-03 06:02:41
   0     0 |   0     0 |1.01 1.80 2.60|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:42
   0     0 |   0     0 |1.01 1.80 2.60|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:43
   0     0 |   0     0 |1.01 1.80 2.60|1496M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:02:44
   0     0 |   0     0 |1.01 1.80 2.60|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:45
   0     0 |   0     0 |1.01 1.79 2.59|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:46
   0     0 |   0     0 |1.01 1.79 2.59|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:47
   0     0 |   0     0 |1.01 1.79 2.59|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:48
   0     0 |   0     0 |1.01 1.79 2.59|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:49
   0     0 |   0     0 |1.01 1.79 2.59|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:50
   0     0 |   0     0 |1.01 1.78 2.58|1496M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:02:51
   0     0 |   0     0 |1.01 1.78 2.58|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:52
   0     0 |   0     0 |1.01 1.78 2.58|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:53
   0     0 |   0     0 |1.01 1.78 2.58|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:02:54
   0     0 |   0     0 |1.01 1.78 2.58|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:55
   0     0 |   0     0 |1.01 1.76 2.57|1496M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:02:56
   0     0 |   0     0 |1.01 1.76 2.57|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:57
   0     0 |   0     0 |1.01 1.76 2.57|1496M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:02:58
   0     0 |   0     0 |1.01 1.76 2.57|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:02:59
   0     0 |   0     0 |1.01 1.76 2.57|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:00
   0     0 |   0     0 |1.00 1.75 2.56|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:01
   0     0 |   0     0 |1.00 1.75 2.56|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:02
   0    16k|   0     0 |1.00 1.75 2.56|1496M 62.3M  155M 61.3G|2.0   0   0|   0  4.00 |  16M  984M|23-03 06:03:03
   0     0 |   0     0 |1.00 1.75 2.56|1495M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:04
   0     0 |   0     0 |1.00 1.75 2.56|1495M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:05
   0     0 |   0     0 |1.00 1.74 2.56|1495M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:06
   0     0 |   0     0 |1.00 1.74 2.56|1495M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:03:07
   0     0 |   0     0 |1.00 1.74 2.56|1495M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:03:08
   0     0 |   0     0 |1.00 1.74 2.56|1495M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:09
   0     0 |   0     0 |1.00 1.74 2.56|1495M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:10
   0  8192B|   0     0 |1.00 1.73 2.55|1495M 62.3M  155M 61.3G|2.0   0   0|   0  2.00 |  16M  984M|23-03 06:03:11
   0     0 |   0     0 |1.00 1.73 2.55|1495M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:12
   0     0 |   0     0 |1.00 1.73 2.55|1495M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:13
   0     0 |   0     0 |1.00 1.73 2.55|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:14
   0     0 |   0     0 |1.00 1.73 2.55|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:15
   0     0 |   0     0 |1.00 1.71 2.54|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:16
   0     0 |   0     0 |1.00 1.71 2.54|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:17
   0     0 |   0     0 |1.00 1.71 2.54|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:18
   0     0 |   0     0 |1.00 1.71 2.54|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:19
   0     0 |   0     0 |1.00 1.71 2.54|1496M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:03:20
   0     0 |   0     0 |1.00 1.70 2.53|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:21
   0     0 |   0     0 |1.00 1.70 2.53|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:22
   0     0 |   0     0 |1.00 1.70 2.53|1496M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:03:23
   0     0 |   0     0 |1.00 1.70 2.53|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:24
   0     0 |   0     0 |1.00 1.70 2.53|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:25
   0     0 |   0     0 |1.00 1.69 2.52|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:26
   0     0 |   0     0 |1.00 1.69 2.52|1496M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:03:27
   0     0 |   0     0 |1.00 1.69 2.52|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:28
   0     0 |   0     0 |1.00 1.69 2.52|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:29
   0     0 |   0     0 |1.00 1.69 2.52|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:30
   0     0 |   0     0 |1.00 1.68 2.51|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:31
   0     0 |   0     0 |1.00 1.68 2.51|1496M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:03:32
   0     0 |   0     0 |1.00 1.68 2.51|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:33
   0     0 |   0     0 |1.00 1.68 2.51|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:34
   0     0 |   0     0 |1.00 1.68 2.51|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:35
   0     0 |   0     0 |1.00 1.67 2.51|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:36
   0     0 |   0     0 |1.00 1.67 2.51|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:37
   0     0 |   0     0 |1.00 1.67 2.51|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:38
   0     0 |   0     0 |1.00 1.67 2.51|1496M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:03:39
   0     0 |   0     0 |1.00 1.67 2.51|1496M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:03:40
   0    12k|   0     0 |1.00 1.66 2.50|1496M 62.3M  155M 61.3G|2.0   0   0|   0  3.00 |  16M  984M|23-03 06:03:41
   0     0 |   0     0 |1.00 1.66 2.50|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:42
   0     0 |   0     0 |1.00 1.66 2.50|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:43
   0     0 |   0     0 |1.00 1.66 2.50|1496M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:03:44
   0     0 |   0     0 |1.00 1.66 2.50|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:45
   0     0 |   0     0 |1.00 1.64 2.49|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:46
   0     0 |   0     0 |1.00 1.64 2.49|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:47
   0     0 |   0     0 |1.00 1.64 2.49|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:48
   0     0 |   0     0 |1.00 1.64 2.49|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:49
   0     0 |   0     0 |1.00 1.64 2.49|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:50
   0     0 |   0     0 |1.00 1.63 2.48|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:51
   0     0 |   0     0 |1.00 1.63 2.48|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:52
   0     0 |   0     0 |1.00 1.63 2.48|1496M 62.3M  155M 61.3G|2.0   0 1.0|   0     0 |  16M  984M|23-03 06:03:53
   0     0 |   0     0 |1.00 1.63 2.48|1496M 62.3M  155M 61.3G|3.0   0 1.0|   0     0 |  16M  984M|23-03 06:03:54
   0     0 |   0     0 |1.00 1.63 2.48|1496M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:03:55
   0     0 |   0     0 |1.00 1.62 2.47|1496M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:03:56
   0     0 |   0     0 |1.00 1.62 2.47|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:57
   0     0 |   0     0 |1.00 1.62 2.47|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:03:58
   0     0 |   0     0 |1.00 1.62 2.47|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:03:59
   0     0 |   0     0 |1.00 1.62 2.47|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:04:00
   0     0 |   0     0 |1.00 1.61 2.46|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:04:01
   0     0 |   0     0 |1.00 1.61 2.46|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:04:02
   0     0 |   0     0 |1.00 1.61 2.46|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:04:03
   0     0 |   0     0 |1.00 1.61 2.46|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:04:04
   0     0 |   0     0 |1.00 1.61 2.46|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:04:05
   0     0 |   0     0 |1.00 1.60 2.46|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:04:06
   0     0 |   0     0 |1.00 1.60 2.46|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:04:07
   0     0 |   0     0 |1.00 1.60 2.46|1496M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:04:08
   0     0 |   0     0 |1.00 1.60 2.46|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:04:09
   0     0 |   0     0 |1.00 1.60 2.46|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:04:10
   0  4096B|   0     0 |1.00 1.59 2.45|1496M 62.3M  155M 61.3G|1.0   0   0|   0  1.00 |  16M  984M|23-03 06:04:11
   0     0 |   0     0 |1.00 1.59 2.45|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:04:12
   0     0 |   0     0 |1.00 1.59 2.45|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:04:13
   0     0 |   0     0 |1.00 1.59 2.45|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:04:14
   0     0 |   0     0 |1.00 1.59 2.45|1496M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:04:15
   0     0 |   0     0 |1.00 1.58 2.44|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:04:16
   0     0 |   0     0 |1.00 1.58 2.44|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:04:17
   0     0 |   0     0 |1.00 1.58 2.44|1495M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:04:18
   0     0 |   0     0 |1.00 1.58 2.44|1495M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:04:19
   0     0 |   0     0 |1.00 1.58 2.44|1495M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:04:20
   0     0 |   0     0 |1.00 1.57 2.43|1495M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:04:21
   0     0 |   0     0 |1.00 1.57 2.43|1495M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:04:22
   0     0 |   0     0 |1.00 1.57 2.43|1495M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:04:23
   0     0 |   0     0 |1.00 1.57 2.43|1495M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:04:24
   0     0 |   0     0 |1.00 1.57 2.43|1495M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:04:25
   0     0 |   0     0 |1.00 1.56 2.42|1495M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:04:26
   0     0 |   0     0 |1.00 1.56 2.42|1496M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:04:27
   0     0 |   0     0 |1.00 1.56 2.42|1496M 62.3M  155M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:04:28
   0     0 |   0     0 |1.00 1.56 2.42|1496M 62.3M  155M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:04:29
   0     0 |   0     0 |1.00 1.56 2.42|1496M 62.3M  155M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:04:30
