bt.A.x START 1
[7l-dsk/total- ---paging-- ---load-avg--- ------memory-usage----- ---procs--- --io/total- ----swap--- ----system----
 read  writ|  in   out | 1m   5m  15m | used  buff  cach  free|run blk new| read  writ| used  free|     time     
   0     0 |   0     0 |1.00 1.07 1.74|1495M 62.4M  157M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:14:06
   0     0 |   0     0 |1.00 1.07 1.74|1495M 62.4M  157M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:14:07
   0     0 |   0     0 |1.00 1.07 1.74|1495M 62.4M  157M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:08
   0     0 |   0     0 |1.00 1.07 1.74|1495M 62.4M  157M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:14:09
   0     0 |   0     0 |1.00 1.07 1.74|1495M 62.4M  157M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:14:10
   0     0 |   0     0 |1.00 1.07 1.74|1495M 62.4M  157M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:14:11
   0     0 |   0     0 |1.00 1.07 1.74|1495M 62.4M  157M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:14:12
   0     0 |   0     0 |1.00 1.07 1.74|1495M 62.4M  157M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:14:13
   0     0 |   0     0 |1.00 1.07 1.74|1495M 62.4M  157M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:14:14
   0     0 |   0     0 |1.00 1.07 1.74|1495M 62.4M  157M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:15
   0  4096B|   0     0 |1.00 1.07 1.73|1495M 62.4M  157M 61.3G|3.0   0   0|   0  1.00 |  16M  984M|23-03 06:14:16
   0     0 |   0     0 |1.00 1.07 1.73|1495M 62.4M  157M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:14:17
   0     0 |   0     0 |1.00 1.07 1.73|1495M 62.4M  157M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:14:18
   0     0 |   0     0 |1.00 1.07 1.73|1495M 62.4M  157M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:19
   0     0 |   0     0 |1.00 1.07 1.73|1495M 62.4M  157M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:20
   0     0 |   0     0 |1.00 1.06 1.73|1495M 62.4M  157M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:21
   0     0 |   0     0 |1.00 1.06 1.73|1495M 62.4M  157M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:14:22
   0     0 |   0     0 |1.00 1.06 1.73|1495M 62.4M  157M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:14:23
   0     0 |   0     0 |1.00 1.06 1.73|1495M 62.4M  157M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:14:24
   0     0 |   0     0 |1.00 1.06 1.73|1495M 62.4M  157M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:25
   0     0 |   0     0 |1.00 1.06 1.72|1495M 62.4M  157M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:26
   0     0 |   0     0 |1.00 1.06 1.72|1495M 62.4M  157M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:27
   0     0 |   0     0 |1.00 1.06 1.72|1495M 62.4M  157M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:14:28
   0     0 |   0     0 |1.00 1.06 1.72|1495M 62.4M  157M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:14:29
   0     0 |   0     0 |1.00 1.06 1.72|1495M 62.4M  157M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:14:30
   0     0 |   0     0 |1.00 1.06 1.72|1495M 62.4M  157M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:14:31
   0     0 |   0     0 |1.00 1.06 1.72|1495M 62.4M  157M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:32
   0     0 |   0     0 |1.00 1.06 1.72|1495M 62.4M  157M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:33
   0     0 |   0     0 |1.00 1.06 1.72|1495M 62.4M  157M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:14:34
   0     0 |   0     0 |1.00 1.06 1.72|1495M 62.4M  157M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:35
   0     0 |   0     0 |1.00 1.06 1.72|1495M 62.4M  157M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:36
   0     0 |   0     0 |1.00 1.06 1.72| 805M 62.4M  157M 62.0G|1.0   0 1.0|   0     0 |  16M  984M|23-03 06:14:37
   0     0 |   0     0 |1.00 1.06 1.72| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:38
   0     0 |   0     0 |1.00 1.06 1.72| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:39
   0     0 |   0     0 |1.00 1.06 1.72| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:40
   0     0 |   0     0 |1.00 1.06 1.71| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:41
   0    12k|   0     0 |1.00 1.06 1.71| 806M 62.4M  157M 62.0G|1.0   0   0|   0  3.00 |  16M  984M|23-03 06:14:42
   0     0 |   0     0 |1.00 1.06 1.71| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:43
   0     0 |   0     0 |1.00 1.06 1.71| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:44
   0     0 |   0     0 |1.00 1.06 1.71| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:45
   0     0 |   0     0 |1.00 1.06 1.71| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:46
   0     0 |   0     0 |1.00 1.06 1.71| 805M 62.4M  157M 62.0G|2.0   0   0|   0     0 |  16M  984M|23-03 06:14:47
   0     0 |   0     0 |1.00 1.06 1.71| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:48
   0     0 |   0     0 |1.00 1.06 1.71| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:49
   0     0 |   0     0 |1.00 1.06 1.71| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:50
   0     0 |   0     0 |1.00 1.06 1.70| 805M 62.4M  157M 62.0G|1.0   0 1.0|   0     0 |  16M  984M|23-03 06:14:51
   0     0 |   0     0 |1.00 1.06 1.70| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:52
   0     0 |   0     0 |1.00 1.06 1.70| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:53
   0     0 |   0     0 |1.00 1.06 1.70| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:54
   0     0 |   0     0 |1.00 1.06 1.70| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:55
   0     0 |   0     0 |1.00 1.06 1.70| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:56
   0     0 |   0     0 |1.00 1.06 1.70| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:57
   0     0 |   0     0 |1.00 1.06 1.70| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:58
   0     0 |   0     0 |1.00 1.06 1.70| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:14:59
   0     0 |   0     0 |1.00 1.06 1.70| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:00
   0     0 |   0     0 |1.00 1.05 1.70| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:01
   0     0 |   0     0 |1.00 1.05 1.70| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:02
   0     0 |   0     0 |1.00 1.05 1.70| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:03
   0     0 |   0     0 |1.00 1.05 1.70| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:04
   0     0 |   0     0 |1.00 1.05 1.70| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:05
   0     0 |   0     0 |1.00 1.05 1.69| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:06
   0     0 |   0     0 |1.00 1.05 1.69| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:07
   0     0 |   0     0 |1.00 1.05 1.69| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:08
   0     0 |   0     0 |1.00 1.05 1.69| 805M 62.4M  157M 62.0G|1.0   0 1.0|   0     0 |  16M  984M|23-03 06:15:09
   0     0 |   0     0 |1.00 1.05 1.69| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:10
   0     0 |   0     0 |1.00 1.05 1.69| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:11
   0     0 |   0     0 |1.00 1.05 1.69| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:12
   0     0 |   0     0 |1.00 1.05 1.69| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:13
   0     0 |   0     0 |1.00 1.05 1.69| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:14
   0     0 |   0     0 |1.00 1.05 1.69| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:15
   0  4096B|   0     0 |1.00 1.05 1.68| 805M 62.4M  157M 62.0G|1.0   0   0|   0  1.00 |  16M  984M|23-03 06:15:16
   0     0 |   0     0 |1.00 1.05 1.68| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:17
   0     0 |   0     0 |1.00 1.05 1.68| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:18
   0     0 |   0     0 |1.00 1.05 1.68| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:19
   0     0 |   0     0 |1.00 1.05 1.68| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:20
   0     0 |   0     0 |1.00 1.05 1.68| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:21
   0     0 |   0     0 |1.00 1.05 1.68| 805M 62.4M  157M 62.0G|1.0   0 1.0|   0     0 |  16M  984M|23-03 06:15:22
   0     0 |   0     0 |1.00 1.05 1.68| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:23
   0     0 |   0     0 |1.00 1.05 1.68| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:24
   0     0 |   0     0 |1.00 1.05 1.68| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:25
   0     0 |   0     0 |1.00 1.05 1.68| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:26
   0     0 |   0     0 |1.00 1.05 1.68| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:27
   0     0 |   0     0 |1.00 1.05 1.68| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:28
   0     0 |   0     0 |1.00 1.05 1.68| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:29
   0     0 |   0     0 |1.00 1.05 1.68| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:30
   0     0 |   0     0 |1.00 1.05 1.67| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:31
   0     0 |   0     0 |1.00 1.05 1.67| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:32
   0     0 |   0     0 |1.00 1.05 1.67| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:33
   0     0 |   0     0 |1.00 1.05 1.67| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:34
   0     0 |   0     0 |1.00 1.05 1.67| 805M 62.4M  157M 62.0G|1.0   0 1.0|   0     0 |  16M  984M|23-03 06:15:35
   0     0 |   0     0 |1.00 1.05 1.67| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:36
   0     0 |   0     0 |1.00 1.05 1.67| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:37
   0     0 |   0     0 |1.00 1.05 1.67| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:38
   0     0 |   0     0 |1.00 1.05 1.67| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:39
   0     0 |   0     0 |1.00 1.05 1.67| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:40
   0     0 |   0     0 |1.00 1.05 1.66| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:41
   0    12k|   0     0 |1.00 1.05 1.66| 805M 62.4M  157M 62.0G|1.0   0   0|   0  3.00 |  16M  984M|23-03 06:15:42
   0     0 |   0     0 |1.00 1.05 1.66| 805M 62.4M  157M 62.0G|1.0   0 1.0|   0     0 |  16M  984M|23-03 06:15:43
   0     0 |   0     0 |1.00 1.05 1.66| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:44
   0     0 |   0     0 |1.00 1.05 1.66| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:45
   0     0 |   0     0 |1.00 1.05 1.66| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:46
   0     0 |   0     0 |1.00 1.05 1.66| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:47
   0     0 |   0     0 |1.00 1.05 1.66| 805M 62.4M  157M 62.0G|1.0   0 1.0|   0     0 |  16M  984M|23-03 06:15:48
   0     0 |   0     0 |1.00 1.05 1.66| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:49
   0     0 |   0     0 |1.00 1.05 1.66| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:50
   0     0 |   0     0 |1.00 1.04 1.66| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:51
   0     0 |   0     0 |1.00 1.04 1.66| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:52
   0     0 |   0     0 |1.00 1.04 1.66| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:53
   0     0 |   0     0 |1.00 1.04 1.66| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:54
   0    12k|   0     0 |1.00 1.04 1.66| 805M 62.4M  157M 62.0G|1.0   0   0|   0  3.00 |  16M  984M|23-03 06:15:55
   0     0 |   0     0 |1.00 1.04 1.65| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:56
   0     0 |   0     0 |1.00 1.04 1.65| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:57
   0     0 |   0     0 |1.00 1.04 1.65| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:58
   0     0 |   0     0 |1.00 1.04 1.65| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:15:59
   0     0 |   0     0 |1.00 1.04 1.65| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:00
   0     0 |   0     0 |1.00 1.04 1.65| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:01
   0     0 |   0     0 |1.00 1.04 1.65| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:02
   0     0 |   0     0 |1.00 1.04 1.65| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:03
   0     0 |   0     0 |1.00 1.04 1.65| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:04
   0     0 |   0     0 |1.00 1.04 1.65| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:05
   0     0 |   0     0 |1.00 1.04 1.65| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:06
   0     0 |   0     0 |1.00 1.04 1.65| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:07
   0     0 |   0     0 |1.00 1.04 1.65| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:08
   0     0 |   0     0 |1.00 1.04 1.65| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:09
   0     0 |   0     0 |1.00 1.04 1.65| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:10
   0     0 |   0     0 |1.00 1.04 1.64| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:11
   0     0 |   0     0 |1.00 1.04 1.64| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:12
   0     0 |   0     0 |1.00 1.04 1.64| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:13
   0     0 |   0     0 |1.00 1.04 1.64| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:14
   0     0 |   0     0 |1.00 1.04 1.64| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:15
   0  8192B|   0     0 |1.00 1.04 1.64| 806M 62.4M  157M 62.0G|1.0   0   0|   0  2.00 |  16M  984M|23-03 06:16:16
   0     0 |   0     0 |1.00 1.04 1.64| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:17
   0     0 |   0     0 |1.00 1.04 1.64| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:18
   0     0 |   0     0 |1.00 1.04 1.64| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:19
   0     0 |   0     0 |1.00 1.04 1.64| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:20
   0     0 |   0     0 |1.00 1.04 1.63| 806M 62.4M  157M 62.0G|1.0   0 1.0|   0     0 |  16M  984M|23-03 06:16:21
   0     0 |   0     0 |1.00 1.04 1.63| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:22
   0     0 |   0     0 |1.00 1.04 1.63| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:23
   0     0 |   0     0 |1.00 1.04 1.63| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:24
   0     0 |   0     0 |1.00 1.04 1.63| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:25
   0     0 |   0     0 |1.00 1.04 1.63| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:26
   0     0 |   0     0 |1.00 1.04 1.63| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:27
   0     0 |   0     0 |1.00 1.04 1.63| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:28
   0     0 |   0     0 |1.00 1.04 1.63| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:29
   0     0 |   0     0 |1.00 1.04 1.63| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:30
   0     0 |   0     0 |1.00 1.04 1.63| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:31
   0     0 |   0     0 |1.00 1.04 1.63| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:32
   0     0 |   0     0 |1.00 1.04 1.63| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:33
   0     0 |   0     0 |1.00 1.04 1.63| 806M 62.4M  157M 62.0G|2.0   0   0|   0     0 |  16M  984M|23-03 06:16:34
   0     0 |   0     0 |1.00 1.04 1.63| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:35
   0     0 |   0     0 |1.00 1.04 1.62| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:36
   0     0 |   0     0 |1.00 1.04 1.62| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:37
   0     0 |   0     0 |1.00 1.04 1.62| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:38
   0     0 |   0     0 |1.00 1.04 1.62| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:39
   0     0 |   0     0 |1.00 1.04 1.62| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:40
   0     0 |   0     0 |1.00 1.04 1.62| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:41
   0    12k|   0     0 |1.00 1.04 1.62| 806M 62.4M  157M 62.0G|1.0   0   0|   0  3.00 |  16M  984M|23-03 06:16:42
   0     0 |   0     0 |1.00 1.04 1.62| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:43
   0     0 |   0     0 |1.00 1.04 1.62| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:44
   0     0 |   0     0 |1.00 1.04 1.62| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:45
   0     0 |   0     0 |1.00 1.03 1.62| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:46
   0     0 |   0     0 |1.00 1.03 1.62| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:47
   0     0 |   0     0 |1.00 1.03 1.62| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:48
   0     0 |   0     0 |1.00 1.03 1.62| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:49
   0     0 |   0     0 |1.00 1.03 1.62| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:50
   0     0 |   0     0 |1.00 1.03 1.61| 806M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:51
   0     0 |   0     0 |1.00 1.03 1.61| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:52
   0     0 |   0     0 |1.00 1.03 1.61| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:53
   0     0 |   0     0 |1.00 1.03 1.61| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:54
   0     0 |   0     0 |1.00 1.03 1.61| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:55
   0     0 |   0     0 |1.00 1.03 1.61| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:56
   0     0 |   0     0 |1.00 1.03 1.61| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:57
   0     0 |   0     0 |1.00 1.03 1.61| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:58
   0     0 |   0     0 |1.00 1.03 1.61| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:16:59
   0     0 |   0     0 |1.00 1.03 1.61| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:00
   0     0 |   0     0 |1.00 1.03 1.61| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:01
   0     0 |   0     0 |1.00 1.03 1.61| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:02
   0     0 |   0     0 |1.00 1.03 1.61| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:03
   0     0 |   0     0 |1.00 1.03 1.61| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:04
   0     0 |   0     0 |1.00 1.03 1.61| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:05
   0     0 |   0     0 |1.00 1.03 1.60| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:06
   0     0 |   0     0 |1.00 1.03 1.60| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:07
   0     0 |   0     0 |1.00 1.03 1.60| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:08
   0     0 |   0     0 |1.00 1.03 1.60| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:09
   0     0 |   0     0 |1.00 1.03 1.60| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:10
   0     0 |   0     0 |1.00 1.03 1.60| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:11
   0     0 |   0     0 |1.00 1.03 1.60| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:12
   0     0 |   0     0 |1.00 1.03 1.60| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:13
   0     0 |   0     0 |1.00 1.03 1.60| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:14
   0     0 |   0     0 |1.00 1.03 1.60| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:15
   0  4096B|   0     0 |1.00 1.03 1.60| 805M 62.4M  157M 62.0G|1.0   0   0|   0  1.00 |  16M  984M|23-03 06:17:16
   0     0 |   0     0 |1.00 1.03 1.60| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:17
